CustomerKey,NumClearedOnTime,NumPaidFully,AveragePaymentAmount,AverageNumPayments,NumInvoices,FractionFullyPaid,FractionClearedOnTime
16721423,11,11,209.90999999999997,1.0,11,1.0,1.0
16721424,5,12,1164.9050000000002,1.0,12,1.0,0.4166666666666667
16721448,3,11,743.7954545454545,1.0,11,1.0,0.2727272727272727
16721458,0,13,119.92769230769228,1.0,13,1.0,0.0
16721460,10,11,564.6663636363636,1.0,11,1.0,0.9090909090909091
16721466,3,26,105.89307692307693,1.0,26,1.0,0.11538461538461539
16721475,10,22,74.30636363636364,1.0,22,1.0,0.45454545454545453
16721488,1,13,70.41307692307693,1.0,13,1.0,0.07692307692307693
16721495,0,12,1395.6050000000002,1.0,12,1.0,0.0
16721499,0,12,67.66916666666668,1.0,12,1.0,0.0
16721500,11,18,190.1905555555556,1.0,18,1.0,0.6111111111111112
16721504,9,11,143.0581818181818,1.0,11,1.0,0.8181818181818182
16721506,2,12,129.24833333333333,1.0,12,1.0,0.16666666666666666
16721508,1,12,93.71041666666667,1.1666666666666667,12,1.0,0.08333333333333333
16721510,3,12,56.215833333333336,1.0,12,1.0,0.25
16721513,3,24,525.6970833333334,1.0,24,1.0,0.125
16721518,0,27,280.69703703703703,1.0,27,1.0,0.0
16721519,2,12,16.199999999999996,1.0,12,1.0,0.16666666666666666
16721520,0,49,384.0426530612245,1.0,49,1.0,0.0
16721529,12,23,66.66391304347826,1.0,23,1.0,0.5217391304347826
16721538,2,13,151.7923076923077,1.0,13,1.0,0.15384615384615385
16721541,2,25,42.36,1.0,25,1.0,0.08
16721552,6,17,199.37764705882356,1.0,17,1.0,0.35294117647058826
16721564,12,12,93.57333333333332,1.0,12,1.0,1.0
16721579,0,11,409.54272727272723,1.0,11,1.0,0.0
16721589,0,13,404.22,1.0,13,1.0,0.0
16721602,7,11,130.26545454545456,1.0,11,1.0,0.6363636363636364
16721608,8,10,250.32600000000002,1.0,10,1.0,0.8
16721612,0,57,552.9666666666667,1.0,57,1.0,0.0
16721616,11,11,150.04,1.0,11,1.0,1.0
16721625,10,11,733.3563636363637,1.0,11,1.0,0.9090909090909091
16721646,0,24,103.07125,1.0,24,1.0,0.0
16721657,0,13,189.5515384615384,1.0,13,1.0,0.0
16721663,5,12,71.50083333333333,1.0,12,1.0,0.4166666666666667
16721664,11,11,71.03999999999998,1.0,11,1.0,1.0
16721684,0,11,89.07272727272726,1.0,11,1.0,0.0
16721693,0,14,370.8742857142857,1.0,14,1.0,0.0
16721701,6,12,152.23166666666665,1.0,12,1.0,0.5
16721704,0,12,55.88583333333333,1.0,12,1.0,0.0
16721706,2,10,396.573,1.0,10,1.0,0.2
16721710,0,13,303.7138461538462,1.0,13,1.0,0.0
16721711,0,13,421.85153846153844,1.0,13,1.0,0.0
16721728,8,12,85.28000000000002,1.0,12,1.0,0.6666666666666666
16721730,10,11,133.35363636363635,1.0,11,1.0,0.9090909090909091
16721766,0,12,175.94999999999996,1.0,12,1.0,0.0
16721784,0,25,90.97279999999996,1.0,25,1.0,0.0
16721793,1,12,141.12833333333333,1.0,12,1.0,0.08333333333333333
16721803,2,12,51.52916666666666,1.0,12,1.0,0.16666666666666666
16721806,11,11,455.28454545454537,1.0,11,1.0,1.0
16721810,3,12,116.44416666666666,1.0,12,1.0,0.25
16721820,11,11,276.60636363636365,1.0,11,1.0,1.0
16721825,11,11,361.7709090909091,1.0,11,1.0,1.0
16721835,0,24,314.65708333333333,1.0,24,1.0,0.0
16721836,6,12,260.835,1.0,12,1.0,0.5
16721846,0,36,257.1908333333334,1.0,36,1.0,0.0
16721853,7,12,233.4333333333333,1.0,12,1.0,0.5833333333333334
16721859,3,23,225.3413043478261,1.0,23,1.0,0.13043478260869565
16721870,6,13,521.2246153846154,1.0,13,1.0,0.46153846153846156
16721873,9,12,97.67,1.0,12,1.0,0.75
16721875,3,13,108.27461538461536,1.0,13,1.0,0.23076923076923078
16721893,0,12,163.2541666666667,1.0,12,1.0,0.0
16721896,0,12,162.0625,1.0,12,1.0,0.0
16721904,0,26,1040.7426923076926,1.0,26,1.0,0.0
16721906,5,12,287.50500000000005,1.0,12,1.0,0.4166666666666667
16721907,6,11,141.88454545454545,1.0,11,1.0,0.5454545454545454
16721908,10,26,518.885,1.0,26,1.0,0.38461538461538464
16721909,22,22,443.07272727272726,1.0,22,1.0,1.0
16721911,43,86,138.32174418604646,1.0,86,1.0,0.5
16721912,9,24,181.5504166666667,1.0,24,1.0,0.375
16721927,4,26,735.7753846153846,1.0,26,1.0,0.15384615384615385
16721931,2,26,185.50038461538466,1.0,26,1.0,0.07692307692307693
16721952,0,14,1335.177857142857,1.0,14,1.0,0.0
16721958,0,13,209.93846153846152,1.0,13,1.0,0.0
16721965,0,64,447.14734374999983,1.0,64,1.0,0.0
16721969,8,11,40.200909090909086,1.0,11,1.0,0.7272727272727273
16721971,2,12,72.82083333333334,1.0,12,1.0,0.16666666666666666
16721973,2,13,174.9338461538462,1.0,13,1.0,0.15384615384615385
16721978,2,13,56.060769230769225,1.0,13,1.0,0.15384615384615385
16721988,4,10,82.382,1.0,10,1.0,0.4
16721992,11,11,280.1636363636364,1.0,11,1.0,1.0
16722003,15,35,153.47714285714284,1.0,35,1.0,0.42857142857142855
16722008,0,12,385.9491666666666,1.0,12,1.0,0.0
16722009,0,11,60.05727272727276,1.0,11,1.0,0.0
16722011,8,12,689.9216666666666,1.0,12,1.0,0.6666666666666666
16722014,0,26,51.614999999999995,1.0,26,1.0,0.0
16722020,4,10,49.01090909090909,1.0,11,0.9090909090909091,0.36363636363636365
16722022,0,12,425.5133333333333,1.0,12,1.0,0.0
16722026,11,11,62.599090909090926,1.0,11,1.0,1.0
16722028,1,15,42.40533333333334,1.0,15,1.0,0.06666666666666667
16722035,9,11,458.209090909091,1.0,11,1.0,0.8181818181818182
16722041,2,12,691.7141666666668,1.0,12,1.0,0.16666666666666666
16722043,5,12,806.4866666666667,1.0,12,1.0,0.4166666666666667
16722049,2,12,704.4033333333333,1.0,12,1.0,0.16666666666666666
16722053,0,13,179.0938461538462,1.0,13,1.0,0.0
16722057,0,12,58.33083333333334,1.0,12,1.0,0.0
16722060,0,13,267.9607692307692,1.0,13,1.0,0.0
16722064,2,10,391.59299999999996,1.0,10,1.0,0.2
16722065,0,30,228.02033333333333,1.0,30,1.0,0.0
16722078,1,17,852.0717647058824,1.0,17,1.0,0.058823529411764705
16722084,5,12,121.25750000000001,1.0,12,1.0,0.4166666666666667
16722093,0,24,164.67249999999999,1.0,24,1.0,0.0
16722095,0,12,73.45083333333334,1.0,12,1.0,0.0
16722098,0,13,164.35461538461544,1.0,13,1.0,0.0
16722099,9,12,122.62833333333334,1.0,12,1.0,0.75
16722104,1,12,415.31166666666667,1.0,12,1.0,0.08333333333333333
16722110,0,13,136.39384615384617,1.0,13,1.0,0.0
16722114,0,10,344.869,1.0,10,1.0,0.0
16722118,1,11,79.54181818181816,1.0,11,1.0,0.09090909090909091
16722119,3,25,159.88480000000004,1.0,25,1.0,0.12
16722121,1,11,199.66636363636363,1.0,11,1.0,0.09090909090909091
16722125,5,11,99.99545454545454,1.0,11,1.0,0.45454545454545453
16722131,0,14,96.41000000000001,1.0,14,1.0,0.0
16722145,1,12,100.72833333333334,1.0,12,1.0,0.08333333333333333
16722147,0,12,137.78,1.0,12,1.0,0.0
16722153,5,11,840.6463636363635,1.0,11,1.0,0.45454545454545453
16722154,18,36,742.9124999999999,1.0,36,1.0,0.5
16722158,6,12,202.2075,1.0,12,1.0,0.5
16722159,6,23,610.9382608695653,1.0,23,1.0,0.2608695652173913
16722160,10,10,120.672,1.0,10,1.0,1.0
16722165,0,12,240.03083333333328,1.0,12,1.0,0.0
16722170,4,10,661.758,1.0,10,1.0,0.4
16722176,5,11,1597.8654545454547,1.0,11,1.0,0.45454545454545453
16722182,4,11,133.09181818181818,1.0,11,1.0,0.36363636363636365
16722183,0,34,590.0470588235293,1.0,34,1.0,0.0
16722186,0,11,65.76454545454546,1.0,11,1.0,0.0
16722188,0,12,137.93416666666667,1.0,12,1.0,0.0
16722190,11,12,327.6608333333333,1.0,12,1.0,0.9166666666666666
16722192,9,10,207.503,1.0,10,1.0,0.9
16722193,7,13,380.91230769230765,1.0,13,1.0,0.5384615384615384
16722197,1,14,363.73499999999996,1.0,14,1.0,0.07142857142857142
16722208,0,21,365.0233333333333,1.0,21,1.0,0.0
16722211,5,13,234.77846153846156,1.0,13,1.0,0.38461538461538464
16722216,5,10,334.352,1.0,10,1.0,0.5
16722224,2,13,124.39769230769232,1.0,13,1.0,0.15384615384615385
16722230,1,10,63.225,1.0,10,1.0,0.1
16722235,0,11,97.07272727272726,1.0,11,1.0,0.0
16722236,29,32,211.14281250000005,1.0,32,1.0,0.90625
16722240,4,10,246.59300000000002,1.0,10,1.0,0.4
16722242,1,12,154.43666666666667,1.0,12,1.0,0.08333333333333333
16722243,2,11,1130.1154545454544,1.0,11,1.0,0.18181818181818182
16722253,0,13,312.3361538461538,1.0,13,1.0,0.0
16722261,4,10,247.10299999999998,1.0,10,1.0,0.4
16722271,7,11,235.72636363636366,1.0,11,1.0,0.6363636363636364
16722294,5,12,248.59,1.0,12,1.0,0.4166666666666667
16722304,4,23,534.5304347826087,1.0,23,1.0,0.17391304347826086
16722323,5,10,874.9799999999999,1.0,10,1.0,0.5
16722332,0,11,176.09090909090907,1.0,11,1.0,0.0
16722346,3,13,69.6253846153846,1.0,13,1.0,0.23076923076923078
16722351,10,10,815.735,1.0,10,1.0,1.0
16722352,2,12,51.4775,1.0,12,1.0,0.16666666666666666
16722353,0,23,567.7126086956522,1.0,23,1.0,0.0
16722355,33,34,293.89205882352945,1.0,34,1.0,0.9705882352941176
16722356,9,10,96.196,1.0,10,1.0,0.9
16722367,0,11,391.9718181818182,1.0,11,1.0,0.0
16722369,0,13,18.98461538461538,1.0,13,1.0,0.0
16722371,2,11,1439.7709090909088,1.0,11,1.0,0.18181818181818182
16722372,45,49,279.210612244898,1.0,49,1.0,0.9183673469387755
16722387,7,12,172.92583333333334,1.0,12,1.0,0.5833333333333334
16722392,6,11,143.2972727272727,1.0,11,1.0,0.5454545454545454
16722398,2,11,249.42,1.0,11,1.0,0.18181818181818182
16722406,9,11,57.08181818181819,1.0,11,1.0,0.8181818181818182
16722411,10,11,127.07272727272729,1.0,11,1.0,0.9090909090909091
16722413,0,12,909.3649999999999,1.0,12,1.0,0.0
16722418,4,12,253.23583333333332,1.0,12,1.0,0.3333333333333333
16722420,0,23,175.6660869565217,1.0,23,1.0,0.0
16722424,0,12,157.30916666666667,1.0,12,1.0,0.0
16722426,0,13,268.4923076923077,1.0,13,1.0,0.0
16722427,4,12,594.0958333333333,1.0,12,1.0,0.3333333333333333
16722436,6,13,151.58692307692306,1.0,13,1.0,0.46153846153846156
16722438,0,10,443.788,1.0,10,1.0,0.0
16722443,3,13,117.76076923076923,1.0,13,1.0,0.23076923076923078
16722451,6,11,123.16727272727272,1.0,11,1.0,0.5454545454545454
16722454,9,11,1603.6000000000001,1.0,11,1.0,0.8181818181818182
16722455,1,12,399.5999999999999,1.0,12,1.0,0.08333333333333333
16722461,0,11,119.25090909090908,1.0,11,1.0,0.0
16722472,22,32,187.23906249999996,1.0,32,1.0,0.6875
16722477,6,15,354.59666666666675,1.0,15,1.0,0.4
16722479,3,22,96.24045454545454,1.0,22,1.0,0.13636363636363635
16722486,6,13,125.66923076923078,1.0,13,1.0,0.46153846153846156
16722488,4,11,70.56454545454545,1.0,11,1.0,0.36363636363636365
16722489,9,10,80.70699999999998,1.0,10,1.0,0.9
16722493,4,12,212.89833333333334,1.0,12,1.0,0.3333333333333333
16722495,0,15,776.1119999999999,1.0,15,1.0,0.0
16722501,1,13,291.86692307692306,1.0,13,1.0,0.07692307692307693
16722503,1,11,75.71363636363635,1.0,11,1.0,0.09090909090909091
16722506,11,12,151.955,1.0,12,1.0,0.9166666666666666
16722509,6,15,943.7180000000001,1.0,15,1.0,0.4
16722513,0,13,94.49076923076925,1.0,13,1.0,0.0
16722515,1,10,97.72599999999997,1.0,10,1.0,0.1
16722521,19,22,65.98863636363635,1.0,22,1.0,0.8636363636363636
16722545,0,14,291.0621428571429,1.0,14,1.0,0.0
16722551,0,13,233.0446153846154,1.0,13,1.0,0.0
16722562,11,11,156.80272727272725,1.0,11,1.0,1.0
16722566,0,12,915.7925,1.0,12,1.0,0.0
16722570,1,11,123.99181818181818,1.0,11,1.0,0.09090909090909091
16722572,5,12,373.0883333333333,1.0,12,1.0,0.4166666666666667
16722575,3,11,142.15999999999997,1.0,11,1.0,0.2727272727272727
16722576,1,12,141.70333333333335,1.0,12,1.0,0.08333333333333333
16722580,0,16,454.53187499999996,1.0,16,1.0,0.0
16722581,1,12,34.84,1.0,12,1.0,0.08333333333333333
16722587,0,12,154.00333333333336,1.0,12,1.0,0.0
16722589,11,11,215.05999999999997,1.0,11,1.0,1.0
16722590,0,12,155.87166666666667,1.0,12,1.0,0.0
16722595,2,12,43.48,1.0,12,1.0,0.16666666666666666
16722611,2,12,399.24250000000006,1.0,12,1.0,0.16666666666666666
16722617,0,12,473.65000000000003,1.0,12,1.0,0.0
16722630,3,12,338.88666666666666,1.0,12,1.0,0.25
16722634,18,24,142.75708333333333,1.0,24,1.0,0.75
16722642,10,11,53.356363636363646,1.0,11,1.0,0.9090909090909091
16722644,0,23,326.204347826087,1.0,23,1.0,0.0
16722646,10,12,162.00583333333336,1.0,12,1.0,0.8333333333333334
16722647,0,12,52.9125,1.0,12,1.0,0.0
16722648,0,12,86.87333333333335,1.0,12,1.0,0.0
16722649,8,11,122.97545454545455,1.0,11,1.0,0.7272727272727273
16722657,0,82,411.6637804878048,1.0,82,1.0,0.0
16722658,8,12,64.73083333333334,1.0,12,1.0,0.6666666666666666
16722674,10,11,81.69000000000001,1.0,11,1.0,0.9090909090909091
16722679,1,13,183.6292307692308,1.0,13,1.0,0.07692307692307693
16722683,0,14,58.25500000000001,1.0,14,1.0,0.0
16722686,5,12,42.394166666666656,1.0,12,1.0,0.4166666666666667
16722691,3,12,81.25,1.0,12,1.0,0.25
16722692,0,25,216.67719999999997,1.0,25,1.0,0.0
16722700,4,12,73.65666666666665,1.0,12,1.0,0.3333333333333333
16722707,11,11,73.05090909090909,1.0,11,1.0,1.0
16722719,8,17,508.0452941176471,1.0,17,1.0,0.47058823529411764
16722722,4,11,132.3418181818182,1.0,11,1.0,0.36363636363636365
16722735,1,12,131.26500000000001,1.0,12,1.0,0.08333333333333333
16722741,0,12,135.04083333333332,1.0,12,1.0,0.0
16722747,1,13,101.62923076923077,1.0,13,1.0,0.07692307692307693
16722750,1,12,52.776666666666664,1.0,12,1.0,0.08333333333333333
16722771,7,21,253.20523809523812,1.0,21,1.0,0.3333333333333333
16722775,3,13,127.46000000000001,1.0,13,1.0,0.23076923076923078
16722790,1,13,179.73999999999998,1.0,13,1.0,0.07692307692307693
16722809,6,11,64.00545454545455,1.0,11,1.0,0.5454545454545454
16722812,5,12,159.0641666666667,1.0,12,1.0,0.4166666666666667
16722816,11,12,77.52916666666665,1.0,12,1.0,0.9166666666666666
16722819,11,21,109.92285714285713,1.0,21,1.0,0.5238095238095238
16722840,1,12,452.06166666666667,1.0,12,1.0,0.08333333333333333
16722846,10,12,63.75416666666666,1.0,12,1.0,0.8333333333333334
16722851,8,11,64.4818181818182,1.0,11,1.0,0.7272727272727273
16722863,0,12,1001.1725000000001,1.0,12,1.0,0.0
16722864,12,12,329.565,1.0,12,1.0,1.0
16722872,2,12,354.8633333333334,1.0,12,1.0,0.16666666666666666
16722887,0,12,329.05166666666673,1.0,12,1.0,0.0
16722894,9,13,170.35538461538457,1.0,13,1.0,0.6923076923076923
16722899,6,12,434.52,1.0,12,1.0,0.5
16722912,6,13,125.56615384615385,1.0,13,1.0,0.46153846153846156
16722915,0,12,94.61166666666666,1.0,12,1.0,0.0
16722927,0,12,77.09769230769233,1.0,13,0.9230769230769231,0.0
16722930,5,12,239.18749999999997,1.0,12,1.0,0.4166666666666667
16722937,0,11,52.468181818181826,1.0,11,1.0,0.0
16723062,8,11,239.21818181818182,1.0,11,1.0,0.7272727272727273
16723063,2,13,350.37692307692305,1.0,13,1.0,0.15384615384615385
16723067,16,22,158.56363636363636,1.0,22,1.0,0.7272727272727273
16723076,0,15,600.9126666666667,1.0,15,1.0,0.0
16723081,8,11,145.69636363636366,1.0,11,1.0,0.7272727272727273
16723082,5,12,311.26166666666666,1.0,12,1.0,0.4166666666666667
16723086,7,12,95.73333333333333,1.0,12,1.0,0.5833333333333334
16723088,0,12,520.93,1.0,12,1.0,0.0
16723090,6,18,1248.5922222222223,1.0,18,1.0,0.3333333333333333
16723094,9,13,845.4492307692308,1.0,13,1.0,0.6923076923076923
16723096,3,12,973.9975,1.0,12,1.0,0.25
16723098,0,12,150.41,1.0,12,1.0,0.0
16723105,0,12,297.05333333333334,1.0,12,1.0,0.0
16723107,0,12,546.7499999999999,1.0,12,1.0,0.0
16723109,0,14,160.28928571428568,1.0,14,1.0,0.0
16723110,0,12,269.06166666666667,1.0,12,1.0,0.0
16723114,11,37,154.58351351351348,1.0,37,1.0,0.2972972972972973
16723128,0,12,117.555,1.0,12,1.0,0.0
16723134,0,12,640.19,1.0,12,1.0,0.0
16723136,6,11,370.2627272727273,1.0,11,1.0,0.5454545454545454
16723147,9,12,186.24583333333337,1.0,12,1.0,0.75
16723156,1,12,71.23666666666664,1.0,12,1.0,0.08333333333333333
16723157,1,12,234.04250000000002,1.0,12,1.0,0.08333333333333333
16723159,18,25,281.7276,1.0,25,1.0,0.72
16723165,10,12,379.4966666666667,1.0,12,1.0,0.8333333333333334
16723168,0,13,666.1492307692308,1.0,13,1.0,0.0
16723169,7,12,308.59833333333336,1.0,12,1.0,0.5833333333333334
16723172,4,39,330.88666666666666,1.0,39,1.0,0.10256410256410256
16723181,8,10,524.2560000000001,1.0,10,1.0,0.8
16723182,5,11,350.0618181818182,1.0,11,1.0,0.45454545454545453
16723183,0,13,99.80769230769232,1.0,13,1.0,0.0
16723187,4,13,126.86615384615385,1.0,13,1.0,0.3076923076923077
16723197,6,13,111.82307692307693,1.0,13,1.0,0.46153846153846156
16723199,10,11,271.0763636363637,1.0,11,1.0,0.9090909090909091
16723206,2,12,650.0708333333333,1.0,12,1.0,0.16666666666666666
16723207,1,12,130.39333333333335,1.0,12,1.0,0.08333333333333333
16723214,70,78,160.5092307692308,1.0,78,1.0,0.8974358974358975
16723215,4,13,273.0861538461538,1.0,13,1.0,0.3076923076923077
16723218,0,24,761.0491666666666,1.0,24,1.0,0.0
16723219,11,12,294.69166666666666,1.0,12,1.0,0.9166666666666666
16723224,0,13,1200.9423076923076,1.0,13,1.0,0.0
16723226,0,13,765.6553846153846,1.0,13,1.0,0.0
16723233,5,11,286.9072727272727,1.0,11,1.0,0.45454545454545453
16723236,0,12,194.28916666666672,1.0,12,1.0,0.0
16723240,2,13,115.94153846153844,1.0,13,1.0,0.15384615384615385
16723242,3,12,86.59500000000001,1.0,12,1.0,0.25
16723244,12,14,186.7642857142857,1.0,14,1.0,0.8571428571428571
16723247,9,11,150.99909090909088,1.0,11,1.0,0.8181818181818182
16723248,6,24,121.16208333333334,1.0,24,1.0,0.25
16723251,0,61,223.32540983606563,1.0,61,1.0,0.0
16723253,7,18,797.8922222222222,1.0,18,1.0,0.3888888888888889
16723262,1,12,136.68583333333333,1.0,12,1.0,0.08333333333333333
16723268,5,12,75.53833333333333,1.0,12,1.0,0.4166666666666667
16723317,75,125,97.73919999999995,1.0,125,1.0,0.6
16723355,4,12,10.215833333333336,1.0,12,1.0,0.3333333333333333
16723543,0,12,131.46583333333336,1.0,12,1.0,0.0
16723770,1,12,70.14083333333333,1.0,12,1.0,0.08333333333333333
16723828,0,13,290.27230769230766,1.0,13,1.0,0.0
16723853,3,46,123.26434782608698,1.0,46,1.0,0.06521739130434782
16723874,5,18,129.79222222222222,1.0,18,1.0,0.2777777777777778
16723940,7,12,57.465833333333336,1.0,12,1.0,0.5833333333333334
16723941,4,13,482.37538461538463,1.0,13,1.0,0.3076923076923077
16723976,2,11,313.8890909090909,1.0,11,1.0,0.18181818181818182
16723982,4,12,333.68666666666667,1.0,12,1.0,0.3333333333333333
16723988,8,12,251.60749999999996,1.0,12,1.0,0.6666666666666666
16723990,7,12,694.2441666666667,1.0,12,1.0,0.5833333333333334
16724008,9,11,125.59454545454547,1.0,11,1.0,0.8181818181818182
16724011,4,12,59.67000000000001,1.0,12,1.0,0.3333333333333333
16724019,0,11,735.6872727272728,1.0,11,1.0,0.0
16724027,1,12,203.296875,1.25,12,1.0,0.08333333333333333
16724028,0,12,233.02333333333334,1.0,12,1.0,0.0
16724033,10,10,140.42181818181817,1.0,11,0.9090909090909091,0.9090909090909091
16724037,8,12,701.9883333333332,1.0,12,1.0,0.6666666666666666
16724063,9,11,161.15909090909088,1.0,11,1.0,0.8181818181818182
16724076,8,11,128.5981818181818,1.0,11,1.0,0.7272727272727273
16724089,22,27,513.594814814815,1.0,27,1.0,0.8148148148148148
16724100,7,11,160.64090909090908,1.0,11,1.0,0.6363636363636364
16724104,5,10,156.45999999999998,1.0,10,1.0,0.5
16724111,2,12,93.49249999999999,1.0,12,1.0,0.16666666666666666
16724120,3,12,824.8841666666667,1.0,12,1.0,0.25
16724128,3,12,151.70583333333335,1.0,12,1.0,0.25
16724131,5,10,72.048,1.0,10,1.0,0.5
16724146,0,11,125.25999999999999,1.0,11,1.0,0.0
16724147,1,12,185.06416666666664,1.0,12,1.0,0.08333333333333333
16724153,3,11,64.19208333333334,1.1666666666666667,12,0.9166666666666666,0.25
16724154,6,12,895.7541666666666,1.0,12,1.0,0.5
16724159,5,13,623.3361538461539,1.0,13,1.0,0.38461538461538464
16724162,0,13,390.69230769230774,1.0,13,1.0,0.0
16724176,3,11,238.72181818181818,1.0,11,1.0,0.2727272727272727
16724181,3,11,860.911818181818,1.0,11,1.0,0.2727272727272727
16724184,4,13,614.4353846153846,1.0,13,1.0,0.3076923076923077
16724189,10,11,76.6009090909091,1.0,11,1.0,0.9090909090909091
16724190,0,12,119.64499999999998,1.0,12,1.0,0.0
16724192,5,10,109.425,1.0,10,1.0,0.5
16724194,0,11,214.83363636363637,1.0,11,1.0,0.0
16724196,3,11,88.47181818181821,1.0,11,1.0,0.2727272727272727
16724200,2,12,172.82583333333332,1.0,12,1.0,0.16666666666666666
16724209,10,11,91.72636363636364,1.0,11,1.0,0.9090909090909091
16724214,7,12,141.7425,1.0,12,1.0,0.5833333333333334
16724216,3,12,162.16583333333332,1.0,12,1.0,0.25
16724218,9,12,713.1625,1.0,12,1.0,0.75
16724220,0,14,154.34,1.0,14,1.0,0.0
16724227,0,12,1079.5158333333334,1.0,12,1.0,0.0
16724228,21,23,105.97130434782612,1.0,23,1.0,0.9130434782608695
16724237,0,12,94.45,1.0,12,1.0,0.0
16724239,3,12,316.31833333333344,1.0,12,1.0,0.25
16724244,6,13,57.628461538461536,1.0,13,1.0,0.46153846153846156
16724245,8,13,224.2323076923077,1.0,13,1.0,0.6153846153846154
16724248,53,65,429.63338461538467,1.0,65,1.0,0.8153846153846154
16724249,0,54,966.0431481481481,1.0,54,1.0,0.0
16724262,0,12,853.1866666666665,1.0,12,1.0,0.0
16724266,1,13,99.30307692307693,1.0,13,1.0,0.07692307692307693
16724268,4,10,156.777,1.0,10,1.0,0.4
16724271,1,12,307.295,1.0,12,1.0,0.08333333333333333
16724276,0,13,84.76153846153845,1.0,13,1.0,0.0
16724278,23,59,119.15864406779662,1.0,59,1.0,0.3898305084745763
16724282,7,10,32.114999999999995,1.0,10,1.0,0.7
16724285,4,23,931.2960869565217,1.0,23,1.0,0.17391304347826086
16724299,0,12,139.05833333333334,1.0,12,1.0,0.0
16724306,8,18,801.9938888888888,1.0,18,1.0,0.4444444444444444
16724311,0,186,99.71596774193556,1.0,186,1.0,0.0
16724320,6,11,171.88090909090909,1.0,11,1.0,0.5454545454545454
16724322,0,11,76.81454545454545,1.0,11,1.0,0.0
16724327,1,11,315.3263636363636,1.0,11,1.0,0.09090909090909091
16724337,9,11,84.10454545454544,1.0,11,1.0,0.8181818181818182
16724344,7,12,153.6808333333333,1.0,12,1.0,0.5833333333333334
16724358,11,11,62.15818181818181,1.0,11,1.0,1.0
16724365,0,14,102.3892857142857,1.0,14,1.0,0.0
16724378,14,20,146.17149999999998,1.0,20,1.0,0.7
16724385,0,11,542.3727272727273,1.0,11,1.0,0.0
16724387,3,10,131.45000000000002,1.0,10,1.0,0.3
16724400,8,11,159.19727272727272,1.0,11,1.0,0.7272727272727273
16724415,0,12,234.51666666666665,1.0,12,1.0,0.0
16724421,6,11,210.4018181818182,1.0,11,1.0,0.5454545454545454
16724423,1,12,179.95250000000001,1.0,12,1.0,0.08333333333333333
16724433,2,11,87.7590909090909,1.0,11,1.0,0.18181818181818182
16724435,0,8,295.0725,1.7,10,0.8,0.0
16724438,3,12,231.32250000000002,1.0,12,1.0,0.25
16724445,15,21,329.03380952380945,1.0,21,1.0,0.7142857142857143
16724448,0,12,174.04416666666668,1.0,12,1.0,0.0
16724449,8,11,249.5854545454545,1.0,11,1.0,0.7272727272727273
